ledger_id,target_date,generated_at,pipeline_stage,experiment_id,candidate_version,is_official_pick,is_shadow_pick,fixture_id,league,home_team,away_team,market_primary,market_alt,rank,calibrated_probability,raw_probability,confidence_score,edge,selection_score,execution_score,reason_tags,risk_tags,forecast_score_main,forecast_score_alt,forecast_home_xg_range,forecast_away_xg_range,forecast_pick_path,forecast_pick_breaker,prelock_status,prelock_decision,prelock_decision_reason,price_discipline_decision,price_discipline_min_edge_required,price_discipline_actual_edge,price_discipline_edge_surplus,price_discipline_drift_status,clv_direction,clv_delta,result_status,result,profit_units,roi_contribution,post_verdict,source_file,source_file_hash,ledger_row_hash,record_status
e52712a7498256ba4bef7264ccfa3e24,2026-05-14,2026-05-15T06:48:59+00:00,POST,CANDIDATE_V6_API_PREDICTIONS,CANDIDATE_V6,0,1,1544064,League One,Bradford,Bolton,OVER_1_5,OVER_2_5,2,0.82046,0.8881,143.721,0.1362203007518797,80.85,113.47203007518796,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.91 | visitante 1.84; Market edge primario: prob 0.888 | impl 0.752 | edge +0.136; Bias lado: +0.12 | tie=nan | hint=OVER_OR_BTTS_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=6.20 | lab_sched=FULL/FULL trust=0.98/0.97 clean=POLLUTED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.136; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.6-2.3,1.5-2.2,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,,,,,,,,,,,RESULT_AVAILABLE,LOSS,-1.0,-1.0,RESULT_AVAILABLE,vsigma_today_candidate_v6_results_ledger.csv,9be4dd3d4c812f46554bd222c90e2f61d9363eee14ff76471334fa04236079ee,6b74936ca24c6108ab70bff1b67c903e,SETTLED
8bc2f644c3bf5427b89613371c662258,2026-05-14,2026-05-15T06:48:55+00:00,PRE,CANDIDATE_V7_PRICE_DISCIPLINE,CANDIDATE_V7,0,1,,,,,,,,,,,,,,NO_BET; no competition top rows,,,,,,,,,,,,,,,,,,,,,,,vsigma_today_candidate_v7_competition_top.csv,8759cbadd13a7e25946fc16a00dc60459c053848f24b9f9d6529478b13b1e652,1a10537545f3682d6ab864081100735a,NO_BET_RECORD
839c188771bca6566121f99257972678,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,OFFICIAL_BASELINE,OFFICIAL_BASELINE,1,0,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.7753,0.8553,119.126,0.2017052287581698,86.11,111.28052287581698,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;EXTENDED_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.87 | visitante 1.55; Market edge primario: prob 0.855 | impl 0.654 | edge +0.202; Bias lado: +0.56 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.202; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,PENDING,PENDING,,,PENDING,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,12fd87ec48ff71b9cb8125b78d5a09a0,PRELOCK_UPDATED
6b04bfe31d085448a3d670c181b60bc8,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,0,1,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.78646,0.8541,149.416,0.2005052287581699,86.07,125.120522875817,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.89 | visitante 1.52; Market edge primario: prob 0.854 | impl 0.654 | edge +0.201; Bias lado: +0.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=FULL/FULL trust=1.04/0.93 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.201; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,PENDING,PENDING,,,PENDING,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,d8234740aea233ce5214149c471b5575,PRELOCK_UPDATED
e16370b7a8bf1195f9c8137a5994e3e1,2026-05-15,2026-05-15T16:18:15+00:00,PRE,CANDIDATE_V3_ODDS_DEPTH,CANDIDATE_V3,0,1,,,,,,,,,,,,,,NO_BET; SOURCE_FILE_MISSING_OR_NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,vsigma_today_candidate_v3_competition_top.csv,,079de38f4e9bebb13424da2357a2f8c3,NO_BET_RECORD
b0f5ce9ca6ce3b866674f236f317bf2f,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,CANDIDATE_V4_O25_FIREWALL,CANDIDATE_V4,0,1,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.78646,0.8541,149.416,0.2005052287581699,86.07,125.120522875817,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.89 | visitante 1.52; Market edge primario: prob 0.854 | impl 0.654 | edge +0.201; Bias lado: +0.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=FULL/FULL trust=1.04/0.93 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.201; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,PENDING,PENDING,,,PENDING,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,126cafd194c0bc95a74bacd6398126c4,PRELOCK_UPDATED
0bdcba70be0a78472b8f1a9a06c6f5d5,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,CANDIDATE_V5_PLAYER_IMPACT,CANDIDATE_V5,0,1,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.78646,0.8541,149.416,0.2005052287581699,86.07,125.120522875817,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.89 | visitante 1.52; Market edge primario: prob 0.854 | impl 0.654 | edge +0.201; Bias lado: +0.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=FULL/FULL trust=1.04/0.93 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.201; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,PENDING,PENDING,,,PENDING,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,76b4e3848dfc28452464ab3d9644585b,PRELOCK_UPDATED
e4e388d46609d0a8bafddb4fe26f7128,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,CANDIDATE_V6_API_PREDICTIONS,CANDIDATE_V6,0,1,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.78646,0.8541,149.416,0.2005052287581699,86.07,125.120522875817,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.89 | visitante 1.52; Market edge primario: prob 0.854 | impl 0.654 | edge +0.201; Bias lado: +0.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=FULL/FULL trust=1.04/0.93 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.201; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,PENDING,PENDING,,,PENDING,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,24046cc4b4ba03f65a14dc49f75c5e22,PRELOCK_UPDATED
e8b1b794d64c1d21ad523fc8c874cb17,2026-05-15,2026-05-15T21:39:37+00:00,PRELOCK,CANDIDATE_V7_PRICE_DISCIPLINE,CANDIDATE_V7,0,1,1544651,Serie B,Bari,Sudtirol,OVER_1_5,OVER_2_5,1,0.78646,0.8541,149.416,0.2005052287581699,86.07,125.120522875817,ACCURACY_CORE_PRIORITY;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE;PRICE_DISCIPLINE_NOT_TOP; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;CORE_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.89 | visitante 1.52; Market edge primario: prob 0.854 | impl 0.654 | edge +0.201; Bias lado: +0.62 | tie=nan | hint=HOME_SIDE_OR_HOME_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=2.00 aSOT=2.80 | lab_sched=FULL/FULL trust=1.04/0.93 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.201; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.5-2.2,1.2-1.9,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,V7_PRELOCK_UNAVAILABLE,0.143,0.200505,0.057505,WATCH_PATTERN,CLV_UNAVAILABLE,,PENDING,PENDING,,,,vsigma_today_prelock_comparison.csv,d5fc264fcae6d2a5b0911bb9ebe6c01daac97afd8bd68dd44cde5d7dcd15b119,0cc6623ac3df82035a6d48390b30aa33,PRELOCK_UPDATED
5062328e35c7937a11df2fd52a702401,2026-05-16,2026-05-17T11:37:25+00:00,POST,OFFICIAL_BASELINE,OFFICIAL_BASELINE,1,0,1392194,Segunda División,Granada CF,Burgos,OVER_1_5,OVER_2_5,2,0.8132,0.8932,128.374,0.2396052287581699,93.71,122.67052287581696,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;EXTENDED_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.51 | visitante 2.30; Market edge primario: prob 0.893 | impl 0.654 | edge +0.240; Bias lado: -1.33 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.00 aSOT=3.20 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.240; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.2-1.9,1.9-2.6,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,RESULT_AVAILABLE,LOSS,-1.0,-1.0,RESULT_AVAILABLE,vsigma_execution_shortlist_results_ledger.csv,25d681c1deab72441339d5026abf39c4e7bf4508241e75c49f4ff5ee89ac1a51,601411a167ec6fe4230a6e16be84c5f7,SETTLED
98a2e13215e9788c87332750388e0539,2026-05-16,2026-05-17T11:37:25+00:00,POST,OFFICIAL_BASELINE,OFFICIAL_BASELINE,1,0,1544949,Serie B,Juve Stabia,Monza,OVER_1_5,OVER_2_5,3,0.7672,0.8472,124.149,0.2020387096774193,98.92,124.12387096774194,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;EXTENDED_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.38 | visitante 1.97; Market edge primario: prob 0.847 | impl 0.645 | edge +0.202; Bias lado: -1.49 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=6.80 | lab_sched=nan/nan trust=1.00/1.00 clean=nan | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.202; market_fit=SAFE_OK; LOW_CONVERSION,1-2,0-2,1.0-1.7,1.6-2.3,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,RESULT_AVAILABLE,WIN,0.55,0.55,RESULT_AVAILABLE,vsigma_execution_shortlist_results_ledger.csv,25d681c1deab72441339d5026abf39c4e7bf4508241e75c49f4ff5ee89ac1a51,11faeed2466d9230316b43586403bf1d,SETTLED
15d2ce2297030bb5e190dcccc086ce2c,2026-05-16,2026-05-17T11:37:25+00:00,POST,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,0,1,1392194,Segunda División,Granada CF,Burgos,OVER_1_5,OVER_2_5,1,0.796,0.876,126.113,0.2224052287581699,91.89,119.130522875817,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;EXTENDED_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.38 | visitante 2.24; Market edge primario: prob 0.876 | impl 0.654 | edge +0.222; Bias lado: -1.41 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=5.00 aSOT=3.20 | lab_sched=FULL/FULL trust=0.89/0.94 clean=POLLUTED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.222; market_fit=SAFE_OK; LOW_CONVERSION,2-2,1-2,1.2-1.9,1.9-2.6,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,RESULT_AVAILABLE,LOSS,-1.0,-1.0,RESULT_AVAILABLE,vsigma_today_candidate_v2_results_ledger.csv,7789564905a65b6dffe066b9113ed9993ea16cfa170281657dfae3534573fbbe,a9d324e2be457b8b2ebcdb487d7097d3,SETTLED
64670681a37b789758ce7212c8103fff,2026-05-16,2026-05-17T11:37:25+00:00,POST,CANDIDATE_V2_SCHEDULE_ANOMALY,CANDIDATE_V2,0,1,1544949,Serie B,Juve Stabia,Monza,OVER_1_5,OVER_2_5,2,0.7637,0.8437,123.489,0.1985387096774193,98.38,123.23387096774192,ACCURACY_EXTENDED_REVIEW;ACCURACY_MARKET_STABLE;ACCURACY_OVER_CONFIRMED;ACCURACY_MODEL_PROB_HIGH;ACCURACY_FAILURE_MODE_ACCEPTABLE; STRONG_ROLLING_STATS;CLEAN_MARKET_FIT;EXTENDED_GATE_PASSED;EDGE_ABOVE_THRESHOLD;MODEL_PROB_STRONG;BET_EXECUTABLE; STATS+ODDS+MARKET_TRANSLATION+FORM+LEAGUE_COVERAGE; Proj goles: local 1.39 | visitante 1.93; Market edge primario: prob 0.844 | impl 0.645 | edge +0.199; Bias lado: -1.44 | tie=nan | hint=AWAY_SIDE_OR_AWAY_TEAM_TOTAL_CHECK | coverage=COVERAGE_RICH rel=0.95 stats=1.0 odds=1.0 inj=1.0 lineups=1.0 | stats=FULL hSOT=3.60 aSOT=6.80 | lab_sched=FULL/FULL trust=1.00/0.96 clean=MIXED | odds_depth=nan ladder=nan hint=nan line=nan | availability=COVERAGE_TOO_WEAK_FOR_CONFIDENCE inj=NONE hRisk=nan aRisk=nan | lineup=LINEUP_INACTIVE_NO_TIMING_EDGE state=INACTIVE q=NONE hXI=nan aXI=nan conf=nan,FAILURE_MODE_LOW_CONVERSION; FAILURE_MODE_LOW_CONVERSION; market=OVER_1_5; edge=0.199; market_fit=SAFE_OK; LOW_CONVERSION,1-2,0-2,1.0-1.7,1.6-2.3,Pick wins if either favorite pressure creates a second goal or both sides trade enough chances for a 1-1/2-0 type path.,Good territory without conversion: shots arrive but finish quality or goalkeeper variance drags the score under the market.,OUTSIDE_PRELOCK_WINDOW,PRELOCK_NOT_AVAILABLE,fixture is outside requested pre-lock window,,,,,,,,RESULT_AVAILABLE,WIN,0.55,0.55,RESULT_AVAILABLE,vsigma_today_candidate_v2_results_ledger.csv,7789564905a65b6dffe066b9113ed9993ea16cfa170281657dfae3534573fbbe,16a06f50dcd47d29f6eb22daa4bb5535,SETTLED
b5c3d59296aa0d2a6b7beeeac5ed9ed1,2026-05-16,2026-05-16T11:40:00+00:00,PRE,CANDIDATE_V3_ODDS_DEPTH,CANDIDATE_V3,0,1,,,,,,,,,,,,,,NO_BET; SOURCE_FILE_MISSING_OR_NOT_AVAILABLE,,,,,,,,,,,,,,,,,,,,,,,vsigma_today_candidate_v3_competition_top.csv,,d1c148908fee137fb64945ba4be0a218,NO_BET_RECORD
